"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",277,"2016-04-20","95.91     ","-2.31","5.86","Norichika Aoki","493114","517593","Groundout","Foul","198.921   ","2442.716  ","30.9      ","2.7       ","11","Norichika Aoki grounds out, first baseman Mike Napoli to pitcher Danny Salazar.  ","R ","L","R","CLE","SEA","S",3,4,2,1,2016,"-3.83                 ","11.13               ","-1.06","3.16                ","null","null","null",1,5,"top","156.8600","170.4000","233154","2016-04-20T23:31:54Z","543228","483630","160420_193342","4.82","-138.09             ","-5.57","-7.54","24.98","-10.18","3.23","1.46","null","76.73","48.43               ","95.00","2341.00","5.68",447085
"FT",280,"2016-04-20","96.67     ","-2.08","5.71","Norichika Aoki","493114","517593","Groundout","In play, out(s)","227.097   ","2222.698  ","37.2      ","4.7       ","3 ","Norichika Aoki grounds out, first baseman Mike Napoli to pitcher Danny Salazar.  ","R ","L","R","CLE","SEA","X",3,4,3,2,2016,"-7.77                 ","7.19                ","0.3","2.72                ","null","null","null",1,5,"top","156.8600","170.4000","233315","2016-04-20T23:33:15Z","543228","483630","160420_193454","9.43","-139.45             ","-5.15","-15.65","24.60","-17.63","3.23","1.46","null","null","null","96.29","2408.00","5.86",447085
"CH",285,"2016-04-20","87.10     ","-2.26","5.83","Seth Smith","452234","517593","Groundout","Foul","223.071   ","788.636   ","7.2       ","7.1       ","8 ","Seth Smith grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",4,4,0,1,2016,"-2.9                  ","3.06                ","0.03","1.71                ","null","null","null",2,5,"top","157.3700","139.8800","233424","2016-04-20T23:34:24Z","543228","483630","160420_193611","6.61","-125.26             ","-4.74","-4.65","23.45","-27.20","3.63","1.66","null","78.24","-2.03               ","85.79","1319.00","5.69",447085
"CH",286,"2016-04-20","86.85     ","-2.32","5.79","Seth Smith","452234","517593","Groundout","In play, out(s)","211.691   ","1169.385  ","9.6       ","6.2       ","8 ","Seth Smith grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","X",4,4,0,2,2016,"-3.3                  ","5.31                ","0.06","1.92                ","null","null","null",2,5,"top","157.3700","139.8800","233458","2016-04-20T23:34:58Z","543228","483630","160420_193644","6.98","-125.16             ","-4.86","-5.30","22.56","-23.59","3.63","1.66","170.98","103.49","1.76                ","85.81","1221.00","5.66",447085
"CH",284,"2016-04-20","86.61     ","-2.16","5.9","Seth Smith","452234","517593","Groundout","Called Strike","198.879   ","1823.193  ","12.0      ","4.7       ","3 ","Seth Smith grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",4,4,0,0,2016,"-3.19                 ","9.28                ","0.25","2.94                ","null","null","null",2,5,"top","157.3700","139.8800","233403","2016-04-20T23:34:03Z","543228","483630","160420_193552","6.99","-124.92             ","-3.84","-5.08","23.36","-17.32","3.52","1.58","null","null","null","85.10","1343.00","5.43",447085
"FF",318,"2016-04-20","94.03     ","-2.29","5.68","Robinson Cano","429664","517593","Pop Out","In play, out(s)","202.835   ","2224.402  ","23.4      ","3.3       ","14","Robinson Cano pops out to third baseman Juan Uribe.  ","R ","L","R","CLE","SEA","X",5,2,1,0,2016,"-4.3                  ","10.17               ","0.81","2.66                ","null","null","null",0,6,"top","111.6800","182.6000","234446","2016-04-20T23:44:46Z","543228","483630","160420_194631","9.84","-135.62             ","-5.68","-8.07","27.47","-13.01","3.74","1.69","null","null","null","93.17","2338.00","5.87",447085
"FT",317,"2016-04-20","95.60     ","-2.18","5.93","Robinson Cano","429664","517593","Pop Out","Ball","227.251   ","1956.601  ","31.8      ","4.9       ","11","Robinson Cano pops out to third baseman Juan Uribe.  ","R ","L","R","CLE","SEA","B",5,2,0,0,2016,"-7.03                 ","6.46                ","-0.89","3.54                ","null","null","null",0,6,"top","111.6800","182.6000","234430","2016-04-20T23:44:30Z","543228","483630","160420_194615","6.04","-138.23             ","-2.98","-13.69","28.77","-19.52","3.74","1.69","null","null","null","94.51","2226.00","5.61",447085
"SL",324,"2016-04-20","86.27     ","-2.23","5.79","Nelson Cruz","443558","517593","Walk","Swinging Strike","128.880   ","475.780   ","-7.8      ","7.7       ","14","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","S",0,0,1,1,2016,"1.98                  ","1.56                ","0.81","1.63                ","null","null","null",1,6,"top","0.0000","0.0000","234601","2016-04-20T23:46:01Z","543228","483630","160420_194751","6.91","-124.56             ","-4.37","3.18","20.34","-29.61","3.73","1.69","null","null","null","85.38","0.00","5.50",447085
"FF",326,"2016-04-20","97.57     ","-2.08","5.68","Nelson Cruz","443558","517593","Walk","Foul","207.327   ","2545.098  ","38.1      ","3.0       ","6 ","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","S",0,0,2,2,2016,"-5.64                 ","10.88               ","0.61","2.53                ","null","null","null",1,6,"top","0.0000","0.0000","234645","2016-04-20T23:46:45Z","543228","483630","160420_194835","9.52","-140.93             ","-6.95","-11.35","31.93","-10.21","3.73","1.69","null","79.67","11.92               ","96.86","2158.00","6.04",447085
"FT",327,"2016-04-20","96.50     ","-2.13","5.84","Nelson Cruz","443558","517593","Walk","Ball","224.971   ","2073.501  ","34.4      ","4.5       ","11","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","B",0,0,2,2,2016,"-7.11                 ","7.08                ","-0.35","4.38                ","null","null","null",1,6,"top","0.0000","0.0000","234715","2016-04-20T23:47:15Z","543228","483630","160420_194901","7.48","-139.39             ","-0.76","-14.08","29.55","-18.08","3.85","1.69","null","null","null","95.44","2217.00","5.72",447085
"SL",322,"2016-04-20","84.46     ","-2.22","5.83","Nelson Cruz","443558","517593","Walk","Ball","100.671   ","437.721   ","-8.3      ","8.4       ","14","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","B",0,0,0,0,2016,"2.35                  ","0.4                 ","0.85","2.32                ","null","null","null",1,6,"top","0.0000","0.0000","234531","2016-04-20T23:45:31Z","543228","483630","160420_194720","6.73","-122.43             ","-2.08","3.63","20.73","-31.49","3.73","1.69","null","null","null","83.52","0.00","5.34",447085
"FF",323,"2016-04-20","95.88     ","-2.2","5.84","Nelson Cruz","443558","517593","Walk","Swinging Strike","206.977   ","2310.161  ","32.7      ","3.2       ","11","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","S",0,0,1,0,2016,"-5.09                 ","9.97                ","-0.03","3.74                ","null","null","null",1,6,"top","0.0000","0.0000","234546","2016-04-20T23:45:46Z","543228","483630","160420_194736","7.80","-138.71             ","-3.50","-10.02","28.18","-12.49","3.73","1.69","null","null","null","94.99","2318.00","5.70",447085
"CH",325,"2016-04-20","88.81     ","-1.83","5.79","Nelson Cruz","443558","517593","Walk","Ball","217.614   ","1530.519  ","16.0      ","5.7       ","14","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","B",0,0,1,2,2016,"-4.89                 ","6.31                ","1.55","0.61                ","null","null","null",1,6,"top","0.0000","0.0000","234621","2016-04-20T23:46:21Z","543228","483630","160420_194809","10.20","-127.97             ","-8.94","-8.24","22.63","-21.48","3.73","1.69","null","null","null","87.91","0.00","5.69",447085
"CH",328,"2016-04-20","87.14     ","-2.28","5.95","Nelson Cruz","443558","517593","Walk","Ball","272.875   ","774.710   ","10.6      ","8.4       ","13","Nelson Cruz walks.  ","R ","R","R","CLE","SEA","B",0,0,3,2,2016,"-4.16                 ","-0.25               ","-1.51","2.59                ","null","null","null",1,6,"top","0.0000","0.0000","234754","2016-04-20T23:47:54Z","543228","483630","160420_194940","3.25","-125.44             ","-1.80","-6.69","23.44","-32.51","3.69","1.69","null","null","null","86.27","1314.00","5.90",447085
"CH",333,"2016-04-20","86.28     ","-2.19","5.74","Kyle Seager","572122","517593","Flyout","Ball","212.790   ","1833.035  ","19.5      ","5.5       ","14","Kyle Seager flies out to left fielder Jose Ramirez.  ","R ","L","R","CLE","SEA","B",7,1,0,1,2016,"-5.37                 ","8.29                ","0.38","1.11                ","null","null",443558,1,6,"top","61.9300","114.4400","234903","2016-04-20T23:49:03Z","543228","483630","160420_195044","8.05","-124.22             ","-7.57","-8.50","21.93","-18.98","3.44","1.42","null","null","null","85.21","1202.00","5.68",447085
"FF",335,"2016-04-20","95.11     ","-2.19","5.74","Kyle Seager","572122","517593","Flyout","In play, out(s)","216.024   ","2690.372  ","46.1      ","4.0       ","4 ","Kyle Seager flies out to left fielder Jose Ramirez.  ","R ","L","R","CLE","SEA","X",7,1,2,1,2016,"-7.79                 ","10.66               ","-0.66","2.21                ","null","null",443558,1,6,"top","61.9300","114.4400","234958","2016-04-20T23:49:58Z","543228","483630","160420_195133","6.89","-136.98             ","-7.45","-14.94","27.41","-11.63","3.36","1.42","291.52","89.88","37.56               ","94.07","2348.00","5.75",447085
"FF",332,"2016-04-20","95.21     ","-2.35","5.83","Kyle Seager","572122","517593","Flyout","Foul","219.832   ","2287.368  ","37.8      ","4.3       ","11","Kyle Seager flies out to left fielder Jose Ramirez.  ","R ","L","R","CLE","SEA","S",7,1,0,0,2016,"-7.14                 ","8.52                ","-0.88","3.18                ","null","null",443558,1,6,"top","61.9300","114.4400","234828","2016-04-20T23:48:28Z","543228","483630","160420_195018","6.56","-137.14             ","-4.37","-13.85","24.92","-15.57","3.36","1.42","null","null","null","95.31","2337.00","6.22",447085
"FF",334,"2016-04-20","94.56     ","-2.26","5.83","Kyle Seager","572122","517593","Flyout","Ball","215.940   ","2230.089  ","35.1      ","4.0       ","11","Kyle Seager flies out to left fielder Jose Ramirez.  ","R ","L","R","CLE","SEA","B",7,1,1,1,2016,"-6.45                 ","8.85                ","-0.48","4.08                ","null","null",443558,1,6,"top","61.9300","114.4400","234920","2016-04-20T23:49:20Z","543228","483630","160420_195107","7.12","-136.55             ","-1.94","-12.32","26.67","-15.18","3.36","1.42","null","null","null","93.82","2255.00","5.79",447085
"FT",340,"2016-04-20","94.90     ","-2.26","5.68","Adam Lind","452252","517593","Walk","Ball","225.360   ","2687.749  ","45.5      ","4.9       ","13","Adam Lind walks.   Nelson Cruz to 2nd.  ","R ","L","R","CLE","SEA","B",0,0,1,0,2016,"-9.43                 ","9.28                ","-0.48","1.38                ","null","null",443558,2,6,"top","0.0000","0.0000","235056","2016-04-20T23:50:56Z","543228","483630","160420_195244","8.16","-136.85             ","-8.99","-18.04","27.89","-14.36","3.57","1.62","null","null","null","93.78","2481.00","5.72",447085
"FF",341,"2016-04-20","95.94     ","-2.23","5.75","Adam Lind","452252","517593","Walk","Ball","221.580   ","2750.248  ","49.8      ","4.4       ","11","Adam Lind walks.   Nelson Cruz to 2nd.  ","R ","L","R","CLE","SEA","B",0,0,2,0,2016,"-8.93                 ","10.03               ","-1.17","3.02                ","null","null",443558,2,6,"top","0.0000","0.0000","235121","2016-04-20T23:51:21Z","543228","483630","160420_195307","6.08","-138.46             ","-5.19","-17.42","29.56","-12.54","3.49","1.62","null","null","null","94.87","2345.00","5.79",447085
"FF",339,"2016-04-20","95.13     ","-2.08","5.68","Adam Lind","452252","517593","Walk","Ball","213.097   ","2810.481  ","46.6      ","3.6       ","9 ","Adam Lind walks.   Nelson Cruz to 2nd.  ","R ","L","R","CLE","SEA","B",0,0,0,0,2016,"-7.58                 ","11.59               ","0.64","1.71                ","null","null",443558,2,6,"top","0.0000","0.0000","235034","2016-04-20T23:50:34Z","543228","483630","160420_195222","10.06","-136.88             ","-8.91","-14.48","28.32","-9.96","3.58","1.62","null","null","null","93.69","2498.00","5.65",447085
"FF",342,"2016-04-20","95.16     ","-2.3","5.67","Adam Lind","452252","517593","Walk","Called Strike","200.114   ","2828.268  ","40.0      ","2.5       ","7 ","Adam Lind walks.   Nelson Cruz to 2nd.  ","R ","L","R","CLE","SEA","S",0,0,3,0,2016,"-4.83                 ","13.16               ","-0.33","1.77                ","null","null",443558,2,6,"top","0.0000","0.0000","235141","2016-04-20T23:51:41Z","543228","483630","160420_195330","7.05","-136.92             ","-9.23","-9.18","30.16","-7.11","3.55","1.62","null","null","null","93.69","2327.00","5.80",447085
"FF",343,"2016-04-20","95.03     ","-2.03","5.69","Adam Lind","452252","517593","Walk","Ball","211.350   ","3096.037  ","53.5      ","3.4       ","14","Adam Lind walks.   Nelson Cruz to 2nd.  ","R ","L","R","CLE","SEA","B",0,0,3,1,2016,"-7.99                 ","13.08               ","0.99","1.13                ","null","null",443558,2,6,"top","0.0000","0.0000","235214","2016-04-20T23:52:14Z","543228","483630","160420_195353","10.97","-136.54             ","-10.96","-15.16","28.62","-7.29","3.42","1.62","null","null","null","93.44","2415.00","5.69",447085
"FF",350,"2016-04-20","94.98     ","-2.14","5.97","Chris Iannetta","455104","517593","Strikeout","Ball","210.346   ","2213.158  ","32.4      ","3.6       ","11","Chris Iannetta called out on strikes.  ","R ","R","R","CLE","SEA","B",0,0,0,1,2016,"-5.51                 ","9.38                ","-0.25","4.58                ","null",443558,452252,2,6,"top","0.0000","0.0000","235405","2016-04-20T23:54:05Z","543228","483630","160420_195551","7.10","-137.14             ","-1.18","-10.57","28.36","-14.12","3.40","1.56","null","null","null","93.60","2217.00","5.53",447085
"SL",351,"2016-04-20","82.81     ","-2.58","5.84","Chris Iannetta","455104","517593","Strikeout","Ball","63.005    ","882.553   ","-10.7     ","9.9       ","11","Chris Iannetta called out on strikes.  ","R ","R","R","CLE","SEA","B",0,0,1,1,2016,"4.41                  ","-2.3                ","-1.44","3.14                ","null",443558,452252,2,6,"top","0.0000","0.0000","235433","2016-04-20T23:54:33Z","543228","483630","160420_195618","1.35","-119.73             ","1.05","6.49","20.33","-35.48","3.31","1.56","null","null","null","81.73","0.00","5.37",447085
"FF",352,"2016-04-20","95.97     ","-2.21","5.7","Chris Iannetta","455104","517593","Strikeout","Called Strike","207.890   ","2452.960  ","33.6      ","3.3       ","14","Chris Iannetta called out on strikes.  ","R ","R","R","CLE","SEA","S",0,0,2,1,2016,"-5.68                 ","10.69               ","0.73","2.4                 ","null",443558,452252,2,6,"top","0.0000","0.0000","235456","2016-04-20T23:54:56Z","543228","483630","160420_195645","9.98","-137.81             ","-6.85","-10.90","31.03","-11.58","3.35","1.56","null","null","null","93.97","2242.00","5.60",447085
"FF",353,"2016-04-20","95.08     ","-2.38","5.72","Chris Iannetta","455104","517593","Strikeout","Called Strike","194.495   ","2548.075  ","24.1      ","2.5       ","4 ","Chris Iannetta called out on strikes.  ","R ","R","R","CLE","SEA","S",0,0,2,2,2016,"-3.18                 ","12.25               ","-0.67","2.18                ","null",443558,452252,2,6,"top","0.0000","0.0000","235527","2016-04-20T23:55:27Z","543228","483630","160420_195716","5.73","-136.93             ","-7.92","-6.02","30.65","-8.89","3.34","1.56","null","null","null","93.34","2315.00","5.60",447085
"FF",349,"2016-04-20","93.99     ","-2.33","5.89","Chris Iannetta","455104","517593","Strikeout","Foul","201.610   ","2262.589  ","27.0      ","3.2       ","11","Chris Iannetta called out on strikes.  ","R ","R","R","CLE","SEA","S",0,0,0,0,2016,"-4.14                 ","10.42               ","-0.9","3.63                ","null",443558,452252,2,6,"top","0.0000","0.0000","235329","2016-04-20T23:53:29Z","543228","483630","160420_195518","5.29","-135.62             ","-3.76","-7.79","27.08","-12.51","3.41","1.56","null","null","null","93.00","2283.00","5.71",447085
"CH",395,"2016-04-20","83.65     ","-2.46","5.99","Leonys Martin","547982","517593","Groundout","Foul","228.821   ","633.387   ","6.4       ","7.9       ","13","Leonys Martin grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",6,4,0,1,2016,"-2.64                 ","2.26                ","-0.73","2.13                ","null","null","null",0,7,"top","112.6900","150.5600","000958","2016-04-21T00:09:58Z","543228","483630","160420_201146","4.96","-120.51             ","-3.26","-3.96","18.93","-28.71","3.37","1.52","null","null","null","82.77","1482.00","5.54",447085
"FF",396,"2016-04-20","95.03     ","-2.23","5.73","Leonys Martin","547982","517593","Groundout","Foul","222.241   ","2186.434  ","35.1      ","4.7       ","11","Leonys Martin grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",6,4,0,2,2016,"-7.25                 ","7.94                ","-0.9","2.6                 ","null","null","null",0,7,"top","112.6900","150.5600","001026","2016-04-21T00:10:26Z","543228","483630","160420_201214","6.19","-136.9              ","-5.36","-13.87","27.84","-16.90","3.37","1.52","null","null","null","94.15","2458.00","5.88",447085
"CU",397,"2016-04-20","81.42     ","-2.33","6.04","Leonys Martin","547982","517593","Groundout","In play, out(s)","43.427    ","1805.006  ","-13.6     ","12.7      ","4 ","Leonys Martin grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","X",6,4,0,2,2016,"7.17                  ","-7.62               ","-0.66","2.7                 ","null","null","null",0,7,"top","112.6900","150.5600","001049","2016-04-21T00:10:49Z","543228","483630","160420_201235","1.71","-117.27             ","1.46","10.03","21.27","-42.77","3.37","1.52","6.33","95.04","-25.32              ","80.47","2684.00","5.84",447085
"FF",394,"2016-04-20","93.21     ","-2.23","5.75","Leonys Martin","547982","517593","Groundout","Called Strike","202.512   ","2766.507  ","39.7      ","2.9       ","7 ","Leonys Martin grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",6,4,0,0,2016,"-5.32                 ","12.8                ","-0.41","1.78                ","null","null","null",0,7,"top","112.6900","150.5600","000938","2016-04-21T00:09:38Z","543228","483630","160420_201127","6.70","-134.22             ","-8.98","-9.80","26.40","-8.53","3.06","1.52","null","null","null","92.15","2358.00","5.78",447085
"FF",402,"2016-04-20","94.29     ","-2.12","5.63","Luis Sardinas","596143","517593","Groundout","Ball","218.545   ","2747.386  ","45.4      ","4.3       ","14","Luis Sardinas grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","B",6,4,1,0,2016,"-8.51                 ","10.64               ","0.36","1.2                 ","null","null","null",1,7,"top","131.9800","164.2900","001143","2016-04-21T00:11:43Z","543228","483630","160420_201329","9.66","-135.67             ","-9.65","-16.01","27.13","-12.08","3.48","1.52","null","null","null","93.08","2365.00","5.72",447085
"FF",404,"2016-04-20","95.76     ","-2.28","5.67","Luis Sardinas","596143","517593","Groundout","Foul","210.710   ","2382.150  ","35.7      ","3.6       ","4 ","Luis Sardinas grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",6,4,2,1,2016,"-5.97                 ","10.01               ","-0.37","2.5                 ","null","null","null",1,7,"top","131.9800","164.2900","001217","2016-04-21T00:12:17Z","543228","483630","160420_201406","7.35","-138.09             ","-6.32","-11.58","29.43","-12.68","3.33","1.45","null","75.14","27.06               ","94.71","2355.00","5.81",447085
"FF",401,"2016-04-20","94.86     ","-2.31","5.68","Luis Sardinas","596143","517593","Groundout","Ball","210.345   ","2441.705  ","36.6      ","3.8       ","13","Luis Sardinas grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","B",6,4,0,0,2016,"-6.1                  ","10.39               ","-1.31","1.19                ","null","null","null",1,7,"top","131.9800","164.2900","001124","2016-04-21T00:11:24Z","543228","483630","160420_201313","4.87","-136.42             ","-9.85","-11.60","27.70","-12.36","3.43","1.59","null","null","null","93.61","2271.00","5.76",447085
"FF",403,"2016-04-20","94.92     ","-2.15","5.64","Luis Sardinas","596143","517593","Groundout","Called Strike","209.831   ","2284.526  ","31.0      ","3.8       ","8 ","Luis Sardinas grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",6,4,2,0,2016,"-5.68                 ","9.86                ","-0.17","1.98                ","null","null","null",1,7,"top","131.9800","164.2900","001159","2016-04-21T00:11:59Z","543228","483630","160420_201349","7.33","-136.85             ","-7.35","-10.72","31.31","-13.48","3.31","1.45","null","null","null","93.33","2301.00","5.68",447085
"FT",405,"2016-04-20","97.17     ","-2.13","5.62","Luis Sardinas","596143","517593","Groundout","In play, out(s)","229.352   ","2623.078  ","44.9      ","4.9       ","6 ","Luis Sardinas grounds out, shortstop Francisco Lindor to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","X",6,4,2,2,2016,"-9.66                 ","8.26                ","0.47","2.52                ","null","null","null",1,7,"top","131.9800","164.2900","001249","2016-04-21T00:12:49Z","543228","483630","160420_201431","10.65","-139.96             ","-5.74","-19.20","31.11","-15.69","3.33","1.45","81.63","78.13","-47.34              ","96.05","2517.00","5.91",447085
"CH",410,"2016-04-20","85.92     ","-2.37","5.86","Norichika Aoki","493114","517593","Flyout","Foul","252.802   ","683.562   ","8.7       ","8.0       ","1 ","Norichika Aoki flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","S",8,1,1,0,2016,"-3.55                 ","1.06                ","-0.63","2.75                ","null","null","null",2,7,"top","132.4900","89.0100","001342","2016-04-21T00:13:42Z","543228","483630","160420_201531","5.40","-123.75             ","-1.44","-5.57","22.09","-30.45","3.23","1.46","null","null","null","84.63","1372.00","5.51",447085
"FF",411,"2016-04-20","96.24     ","-1.97","5.63","Norichika Aoki","493114","517593","Flyout","Ball","202.412   ","2697.881  ","35.1      ","2.6       ","14","Norichika Aoki flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","B",8,1,1,1,2016,"-5.06                 ","12.25               ","1.61","2.02                ","null","null","null",2,7,"top","132.4900","89.0100","001418","2016-04-21T00:14:18Z","543228","483630","160420_201553","11.58","-138.64             ","-8.35","-9.83","31.91","-8.34","3.23","1.46","null","null","null","94.79","2464.00","5.79",447085
"CH",413,"2016-04-20","86.99     ","-2.14","5.81","Norichika Aoki","493114","517593","Flyout","In play, out(s)","227.289   ","1490.230  ","17.3      ","6.7       ","9 ","Norichika Aoki flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","X",8,1,2,2,2016,"-6.01                 ","5.5                 ","0.6","1.55                ","null","null","null",2,7,"top","132.4900","89.0100","001505","2016-04-21T00:15:05Z","543228","483630","160420_201648","8.65","-125.07             ","-5.73","-9.44","27.14","-23.46","3.23","1.46","278.40","81.62","39.40               ","85.16","1418.00","5.65",447085
"FF",409,"2016-04-20","95.42     ","-2.38","5.79","Norichika Aoki","493114","517593","Flyout","Ball","210.738   ","2132.468  ","31.2      ","3.7       ","11","Norichika Aoki flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","B",8,1,0,0,2016,"-5.37                 ","8.99                ","-1.06","4.13                ","null","null","null",2,7,"top","132.4900","89.0100","001329","2016-04-21T00:13:29Z","543228","483630","160420_201516","5.47","-137.76             ","-1.80","-10.35","29.73","-14.77","3.19","1.35","null","null","null","94.62","2395.00","5.95",447085
"FF",412,"2016-04-20","95.50     ","-2.38","5.61","Norichika Aoki","493114","517593","Flyout","Called Strike","209.698   ","2717.852  ","43.8      ","3.5       ","13","Norichika Aoki flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","S",8,1,2,1,2016,"-6.68                 ","11.67               ","-0.84","1.6                 ","null","null","null",2,7,"top","132.4900","89.0100","001439","2016-04-21T00:14:39Z","543228","483630","160420_201628","6.53","-137.37             ","-9.06","-12.75","30.64","-9.82","3.14","1.46","null","null","null","93.82","2486.00","5.71",447085
"SI",471,"2016-04-20","92.62     ","2.12","6.22","Robinson Cano","429664","446321","Groundout","Ball","113.368   ","2745.707  ","-43.6     ","7.1       ","12","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","L","CLE","SEA","B",3,4,1,0,2016,"12.75                 ","5.47                ","1.3","2.91                ","null","null","null",1,8,"top","154.3200","173.4500","003321","2016-04-21T00:33:21Z","543228","483630","160420_203510","-6.58","-133.94             ","-4.58","23.27","27.70","-22.12","3.78","1.69","null","null","null","91.14","2033.00","5.40",447085
"FF",472,"2016-04-20","91.93     ","1.85","6.17","Robinson Cano","429664","446321","Groundout","Called Strike","133.744   ","2638.334  ","-42.0     ","5.2       ","13","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","L","CLE","SEA","S",3,4,2,0,2016,"9.74                  ","9.28                ","-0.76","1.92                ","null","null","null",1,8,"top","154.3200","173.4500","003339","2016-04-21T00:33:39Z","543228","483630","160420_203528","-10.16","-132.21             ","-8.15","17.37","26.21","-15.55","3.74","1.69","null","null","null","89.95","2206.00","5.32",447085
"FF",470,"2016-04-20","93.70     ","1.64","6.27","Robinson Cano","429664","446321","Groundout","Ball","141.881   ","2526.405  ","-38.0     ","4.4       ","13","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","L","CLE","SEA","B",3,4,0,0,2016,"7.85                  ","9.96                ","-1.52","1.72                ","null","null","null",1,8,"top","154.3200","173.4500","003305","2016-04-21T00:33:05Z","543228","483630","160420_203450","-11.13","-134.7              ","-9.55","14.48","28.07","-13.72","3.80","1.74","null","null","null","91.62","2141.00","5.37",447085
"SI",473,"2016-04-20","91.45     ","2.06","6.18","Robinson Cano","429664","446321","Groundout","In play, out(s)","116.335   ","2843.202  ","-45.0     ","7.0       ","6 ","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","L","CLE","SEA","X",3,4,2,1,2016,"12.95                 ","6.37                ","0.58","2.4                 ","null","null","null",1,8,"top","154.3200","173.4500","003401","2016-04-21T00:34:01Z","543228","483630","160420_203546","-8.28","-131.52             ","-5.91","23.10","23.11","-20.74","3.74","1.69","2.85","71.39","-46.33              ","90.19","1969.00","5.51",447085
"FF",481,"2016-04-20","90.10     ","-1.21","5.85","Nelson Cruz","443558","453249","Strikeout","Ball","216.295   ","2239.171  ","30.9      ","5.0       ","13","Nelson Cruz strikes out swinging.  ","R ","R","R","CLE","SEA","B",0,0,0,1,2016,"-6.89                 ","9.35                ","-0.05","0.06                ","null","null","null",2,8,"top","0.0000","0.0000","003719","2016-04-21T00:37:19Z","543228","483630","160420_203907","5.29","-129.7              ","-11.77","-11.85","24.90","-16.04","3.75","1.69","null","63.91","5.96                ","89.88","2056.00","6.32",447085
"FT",482,"2016-04-20","90.27     ","-1.47","5.99","Nelson Cruz","443558","453249","Strikeout","Ball","217.746   ","2661.718  ","41.6      ","4.9       ","13","Nelson Cruz strikes out swinging.  ","R ","R","R","CLE","SEA","B",0,0,1,1,2016,"-8.55                 ","11.0                ","-0.63","1.26                ","null","null","null",2,8,"top","0.0000","0.0000","003740","2016-04-21T00:37:40Z","543228","483630","160420_203927","5.01","-130.17             ","-9.54","-14.62","28.19","-13.29","3.75","1.69","null","null","null","89.48","2092.00","6.10",447085
"CU",484,"2016-04-20","84.75     ","-1.46","5.93","Nelson Cruz","443558","453249","Strikeout","Swinging Strike","153.747   ","528.113   ","-6.1      ","7.9       ","14","Nelson Cruz strikes out swinging.  ","R ","R","R","CLE","SEA","S",0,0,2,2,2016,"1.3                   ","2.59                ","1.56","0.9                 ","null","null","null",2,8,"top","0.0000","0.0000","003811","2016-04-21T00:38:11Z","543228","483630","160420_203958","6.90","-122.34             ","-6.31","1.97","24.10","-28.18","3.73","1.69","null","null","null","83.80","2603.00","5.82",447085
