"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"CU",480,"2016-04-20","83.43     ","-1.52","6.11","Nelson Cruz","443558","453249","Strikeout","Swinging Strike","135.369   ","583.149   ","-8.1      ","8.2       ","14","Nelson Cruz strikes out swinging.  ","R ","R","R","CLE","SEA","S",0,0,0,0,2016,"2.31                  ","2.29                ","0.87","1.6                 ","null","null","null",2,8,"top","0.0000","0.0000","003705","2016-04-21T00:37:05Z","543228","483630","160420_203854","4.95","-120.4              ","-4.68","3.40","23.23","-28.73","3.73","1.69","null","null","null","81.58","2283.00","5.22",447085
"CU",483,"2016-04-20","83.71     ","-1.65","6.1","Nelson Cruz","443558","453249","Strikeout","Swinging Strike","150.057   ","487.535   ","-5.5      ","8.1       ","9 ","Nelson Cruz strikes out swinging.  ","R ","R","R","CLE","SEA","S",0,0,2,1,2016,"1.37                  ","2.34                ","0.47","1.69                ","null","null","null",2,8,"top","0.0000","0.0000","003752","2016-04-21T00:37:52Z","543228","483630","160420_203941","4.62","-121.02             ","-4.53","2.03","24.20","-28.65","3.73","1.69","null","null","null","82.51","0.00","5.68",447085
"CU",531,"2016-04-20","82.94     ","-1.54","5.96","Chris Iannetta","455104","453249","Groundout","Swinging Strike","135.393   ","800.755   ","-10.7     ","8.0       ","14","Chris Iannetta grounds out, third baseman Jose Ramirez to first baseman Mike Napoli.  ","R ","R","R","CLE","SEA","S",5,4,0,1,2016,"3.19                  ","3.18                ","0.81","1.42                ","null","null","null",2,9,"top","104.5700","174.9700","005102","2016-04-21T00:51:02Z","543228","483630","160420_205252","4.59","-119.71             ","-4.94","4.64","22.37","-27.47","3.41","1.56","null","null","null","81.68","0.00","5.54",447085
"CU",532,"2016-04-20","82.23     ","-1.57","5.99","Chris Iannetta","455104","453249","Groundout","Ball","101.567   ","587.404   ","-9.1      ","9.1       ","13","Chris Iannetta grounds out, third baseman Jose Ramirez to first baseman Mike Napoli.  ","R ","R","R","CLE","SEA","B",5,4,0,2,2016,"3.28                  ","0.62                ","-0.04","1.34                ","null","null","null",2,9,"top","104.5700","174.9700","005120","2016-04-21T00:51:20Z","543228","483630","160420_205308","2.59","-118.74             ","-4.29","4.71","21.36","-31.21","3.31","1.56","null","null","null","81.24","0.00","5.63",447085
"CU",533,"2016-04-20","82.99     ","-1.56","6.0","Chris Iannetta","455104","453249","Groundout","Ball","116.796   ","510.277   ","-8.1      ","8.7       ","14","Chris Iannetta grounds out, third baseman Jose Ramirez to first baseman Mike Napoli.  ","R ","R","R","CLE","SEA","B",5,4,1,2,2016,"2.57                  ","1.25                ","0.54","1.11                ","null","null","null",2,9,"top","104.5700","174.9700","005140","2016-04-21T00:51:40Z","543228","483630","160420_205327","4.20","-120.08             ","-5.26","3.77","22.04","-30.27","3.37","1.56","null","null","null","81.99","0.00","5.57",447085
"CU",530,"2016-04-20","83.32     ","-1.7","6.01","Chris Iannetta","455104","453249","Groundout","Swinging Strike","142.732   ","476.812   ","-5.6      ","8.2       ","8 ","Chris Iannetta grounds out, third baseman Jose Ramirez to first baseman Mike Napoli.  ","R ","R","R","CLE","SEA","S",5,4,0,0,2016,"1.63                  ","2.09                ","-0.19","1.6                 ","null","null","null",2,9,"top","104.5700","174.9700","005054","2016-04-21T00:50:54Z","543228","483630","160420_205238","3.09","-120.59             ","-4.39","2.40","23.45","-29.02","3.41","1.56","null","null","null","82.01","2275.00","5.46",447085
"FT",534,"2016-04-20","90.90     ","-1.5","6.07","Chris Iannetta","455104","453249","Groundout","In play, out(s)","223.601   ","2092.308  ","30.9      ","5.3       ","5 ","Chris Iannetta grounds out, third baseman Jose Ramirez to first baseman Mike Napoli.  ","R ","R","R","CLE","SEA","X",5,4,2,2,2016,"-7.46                 ","7.79                ","-0.07","2.19                ","null","null","null",2,9,"top","104.5700","174.9700","005200","2016-04-21T00:52:00Z","543228","483630","160420_205344","6.22","-131.41             ","-6.52","-13.07","27.19","-18.45","3.41","1.56","73.79","81.10","-40.09              ","90.71","2152.00","6.23",447085
"FF",153,"2016-04-20","95.44     ","-2.14","5.93","Robinson Cano","429664","517593","Groundout","Foul","203.464   ","2548.910  ","34.1      ","3.0       ","5 ","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",3,4,1,0,2016,"-5.01                 ","11.5                ","0.23","2.42                ","null","null","null",0,3,"top","153.3000","170.9000","225553","2016-04-20T22:55:53Z","543228","483630","160420_185742","8.20","-137.65             ","-7.72","-9.63","29.97","-9.99","3.74","1.69","null","70.60","31.43               ","94.24","2260.00","5.79",447085
"CH",154,"2016-04-20","87.80     ","-2.04","5.81","Robinson Cano","429664","517593","Groundout","In play, out(s)","200.306   ","1742.875  ","11.6      ","4.9       ","14","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","X",3,4,1,1,2016,"-3.23                 ","8.68                ","0.6","1.27                ","null","null","null",0,3,"top","153.3000","170.9000","225623","2016-04-20T22:56:23Z","543228","483630","160420_185807","7.66","-126.16             ","-7.77","-5.26","22.94","-17.96","3.74","1.69","89.50","58.57","-37.47              ","86.16","1477.00","5.46",447085
"CU",152,"2016-04-20","81.54     ","-2.36","6.16","Robinson Cano","429664","517593","Groundout","Ball","37.636    ","1513.622  ","-10.6     ","12.0      ","11","Robinson Cano grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","B",3,4,0,0,2016,"5.29                  ","-6.92               ","-0.84","3.42                ","null","null","null",0,3,"top","153.3000","170.9000","225542","2016-04-20T22:55:42Z","543228","483630","160420_185728","1.96","-117.72             ","2.58","7.50","20.27","-41.90","3.52","1.69","null","null","null","80.33","2691.00","5.43",447085
"FT",519,"2016-04-20","90.07     ","-1.88","5.77","Kyle Seager","572122","453249","Groundout","Ball","227.061   ","2254.489  ","33.9      ","5.9       ","13","Kyle Seager grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","B",3,4,0,1,2016,"-8.65                 ","8.01                ","-0.98","0.33                ","null","null","null",0,9,"top","156.3500","170.4000","004840","2016-04-21T00:48:40Z","543228","483630","160420_205030","5.19","-129.74             ","-10.35","-14.76","26.78","-18.44","3.43","1.42","null","null","null","89.66","2109.00","6.31",447085
"CU",518,"2016-04-20","78.39     ","-1.64","6.17","Kyle Seager","572122","453249","Groundout","Called Strike","88.162    ","1061.595  ","-14.5     ","10.5      ","5 ","Kyle Seager grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",3,4,0,0,2016,"6.34                  ","-0.26               ","-0.15","2.17                ","null","null","null",0,9,"top","156.3500","170.4000","004824","2016-04-21T00:48:24Z","543228","483630","160420_205013","1.51","-113.35             ","-1.75","8.29","19.71","-32.44","3.15","1.22","null","null","null","76.83","2242.00","5.19",447085
"FT",520,"2016-04-20","91.06     ","-2.0","5.93","Kyle Seager","572122","453249","Groundout","In play, out(s)","232.430   ","1969.829  ","30.3      ","6.0       ","13","Kyle Seager grounds out to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","X",3,4,1,1,2016,"-8.04                 ","6.14                ","-0.93","2.19                ","null","null","null",0,9,"top","156.3500","170.4000","004908","2016-04-21T00:49:08Z","543228","483630","160420_205052","5.49","-131.11             ","-5.61","-14.11","25.63","-21.32","3.36","1.42","61.01","70.94","-42.32              ","90.68","2009.00","6.21",447085
"SI",462,"2016-04-20","90.57     ","2.12","6.27","Franklin Gutierrez","429711","446321","Groundout","Foul","120.478   ","2763.643  ","-44.5     ","6.6       ","12","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","S",4,4,1,0,2016,"12.23                 ","7.15                ","0.75","2.88                ","null","null","null",0,8,"top","145.1800","148.5200","003044","2016-04-21T00:30:44Z","543228","483630","160420_203234","-7.69","-130.35             ","-5.00","21.40","23.11","-19.58","3.32","1.45","null","78.49","39.86               ","89.17","1900.00","5.37",447085
"FF",463,"2016-04-20","93.54     ","1.43","6.37","Franklin Gutierrez","429711","446321","Groundout","Ball","143.788   ","2882.899  ","-48.8     ","4.0       ","13","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","B",4,4,1,1,2016,"8.47                  ","11.53               ","-1.47","2.36                ","null","null","null",0,8,"top","145.1800","148.5200","003108","2016-04-21T00:31:08Z","543228","483630","160420_203256","-10.72","-134.5              ","-8.74","15.79","24.45","-10.61","3.35","1.45","null","null","null","92.25","2262.00","5.52",447085
"SI",465,"2016-04-20","92.15     ","2.0","6.22","Franklin Gutierrez","429711","446321","Groundout","Foul","107.393   ","2674.307  ","-40.7     ","7.6       ","12","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","S",4,4,3,1,2016,"12.95                 ","4.01                ","1.03","2.72                ","null","null","null",0,8,"top","145.1800","148.5200","003149","2016-04-21T00:31:49Z","543228","483630","160420_203339","-6.99","-132.74             ","-4.48","23.35","25.58","-24.86","3.32","1.45","null","86.49","44.28               ","90.64","2044.00","5.42",447085
"SI",466,"2016-04-20","92.13     ","1.9","6.18","Franklin Gutierrez","429711","446321","Groundout","In play, out(s)","111.543   ","2877.131  ","-43.5     ","7.4       ","8 ","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","X",4,4,3,2,2016,"13.58                 ","5.32                ","-0.03","1.54                ","null","null","null",0,8,"top","145.1800","148.5200","003221","2016-04-21T00:32:21Z","543228","483630","160420_203406","-9.73","-132.71             ","-7.94","24.48","25.55","-22.51","3.32","1.45","151.32","92.41","4.45                ","90.72","1988.00","5.55",447085
"SI",461,"2016-04-20","92.29     ","2.01","6.4","Franklin Gutierrez","429711","446321","Groundout","Ball","129.480   ","2419.322  ","-40.9     ","5.5       ","12","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","B",4,4,0,0,2016,"9.38                  ","7.68                ","1.23","3.61                ","null","null","null",0,8,"top","145.1800","148.5200","003028","2016-04-21T00:30:28Z","543228","483630","160420_203215","-5.28","-132.93             ","-3.95","17.11","23.14","-18.08","3.53","1.48","null","null","null","90.71","2043.00","5.21",447085
"SI",464,"2016-04-20","91.27     ","2.19","6.37","Franklin Gutierrez","429711","446321","Groundout","Ball","110.834   ","2687.632  ","-42.6     ","7.4       ","12","Franklin Gutierrez grounds out, second baseman Jason Kipnis to first baseman Mike Napoli.  ","R ","R","L","CLE","SEA","B",4,4,2,1,2016,"12.82                 ","4.84                ","2.14","3.84                ","null","null","null",0,8,"top","145.1800","148.5200","003129","2016-04-21T00:31:29Z","543228","483630","160420_203316","-4.49","-131.8              ","-2.12","22.82","25.00","-23.49","3.47","1.45","null","null","null","89.97","2044.00","5.43",447085
"SL",165,"2016-04-20","83.42     ","-2.35","5.82","Kyle Seager","572122","517593","Flyout","Swinging Strike","39.825    ","1281.663  ","-10.0     ","11.3      ","13","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","S",8,1,0,1,2016,"4.6                   ","-5.56               ","-0.38","0.75                ","null","null","null",2,3,"top","112.1900","80.8700","225849","2016-04-20T22:58:49Z","543228","483630","160420_190034","3.27","-120.36             ","-3.63","6.81","21.41","-40.34","3.36","1.42","null","null","null","82.34","2749.00","5.59",447085
"SL",166,"2016-04-20","86.50     ","-2.32","6.1","Kyle Seager","572122","517593","Flyout","Ball","185.387   ","1265.633  ","1.3       ","5.5       ","11","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","B",8,1,0,2,2016,"-0.64                 ","6.78                ","-1.13","3.56                ","null","null","null",2,3,"top","112.1900","80.8700","225913","2016-04-20T22:59:13Z","543228","483630","160420_190100","3.14","-124.51             ","-1.93","-1.02","22.74","-21.36","3.36","1.42","null","null","null","85.39","989.00","5.70",447085
"FF",168,"2016-04-20","96.14     ","-2.4","5.84","Kyle Seager","572122","517593","Flyout","Ball","198.271   ","1915.590  ","16.9      ","3.3       ","11","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","B",8,1,1,2,2016,"-2.92                 ","8.81                ","-0.8","3.95                ","null","null","null",2,3,"top","112.1900","80.8700","230001","2016-04-20T23:00:01Z","543228","483630","160420_190147","5.44","-138.65             ","-2.50","-5.74","28.30","-14.79","3.36","1.42","null","null","null","95.07","2329.00","5.72",447085
"SL",169,"2016-04-20","87.22     ","-2.34","5.81","Kyle Seager","572122","517593","Flyout","In play, out(s)","123.390   ","658.894   ","-10.5     ","7.4       ","5 ","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","X",8,1,2,2,2016,"2.91                  ","1.87                ","0.09","2.3                 ","null","null","null",2,3,"top","112.1900","80.8700","230026","2016-04-20T23:00:26Z","543228","483630","160420_190207","5.13","-125.79             ","-2.99","4.77","20.11","-29.03","3.36","1.42","328.09","99.32","43.12               ","86.44","2624.00","5.54",447085
"FF",164,"2016-04-20","95.16     ","-2.07","5.94","Kyle Seager","572122","517593","Flyout","Called Strike","206.755   ","2490.977  ","36.8      ","3.4       ","13","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","S",8,1,0,0,2016,"-5.54                 ","10.95               ","-0.87","2.36                ","null","null","null",2,3,"top","112.1900","80.8700","225814","2016-04-20T22:58:14Z","543228","483630","160420_190003","5.21","-137.26             ","-7.66","-10.61","29.26","-11.13","3.36","1.42","null","null","null","93.85","2396.00","5.68",447085
"SL",167,"2016-04-20","87.13     ","-2.11","5.94","Kyle Seager","572122","517593","Flyout","Foul","191.522   ","1367.894  ","3.5       ","5.4       ","5 ","Kyle Seager flies out to center fielder Tyler Naquin.  ","R ","L","R","CLE","SEA","S",8,1,1,2,2016,"-1.47                 ","7.18                ","0.06","2.36                ","null","null","null",2,3,"top","112.1900","80.8700","225934","2016-04-20T22:59:34Z","543228","483630","160420_190121","5.87","-125.82             ","-4.77","-2.37","24.51","-20.55","3.36","1.42","null","68.96","50.40               ","86.21","1164.00","5.80",447085
"FT",4,"2016-04-19","95.35     ","-2.204","5.709","Norichika Aoki","493114","471911","Groundout","Swinging Strike","243.037   ","1935.137  ","30.8      ","6.2       ","13","Norichika Aoki grounds out, third baseman Juan Uribe to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","S",5,4,0,1,2016,"-8.51                 ","4.29                ","-0.865","1.639               ","null","null","null",0,1,"top","116.7600","178.5300","221035","2016-04-19T22:10:35Z","543228","484198","160419_181220","6.61","-136.247            ","-6.58","-16.20","26.28","-23.93","3.21","1.46","null","null","null","93.92","2398.00","5.82",447070
"CH",5,"2016-04-19","91.99     ","-2.405","5.495","Norichika Aoki","493114","471911","Groundout","Ball","236.623   ","1795.446  ","26.9      ","6.2       ","13","Norichika Aoki grounds out, third baseman Juan Uribe to first baseman Mike Napoli.  ","R ","L","R","CLE","SEA","B",5,4,0,2,2016,"-7.62                 ","4.98                ","-0.817","0.6                 ","null","null","null",0,1,"top","116.7600","178.5300","221058","2016-04-19T22:10:58Z","543228","484198","160419_181241","6.77","-132.031            ","-8.41","-13.65","24.48","-23.19","3.23","1.46","null","null","null","90.82","1799.00","5.76",447070
